id,original_title,cast,director,tagline,keywords,overview,genres,production_companies
42791,The Americanization of Emily,James Garner|Julie Andrews|Melvyn Douglas|James Coburn|Joyce Grenfell,Arthur Hiller,Why did Emily call Charlie the most immoral man she'd ever met?,naval officer|d-day|mental illness|american in the uk,"During the build-up to D-Day in 1944, the British found their island hosting many thousands of American soldiers who were ""oversexed, overpaid, and over here"". That's Charlie Madison exactly; he knows all the angles to make life as smooth and risk-free as possible for himself. But things become complicated when he falls for an English woman, and his commanding officer's nervous breakdown leads to Charlie being sent on a senseless and dangerous mission.",Comedy|Romance,Filmways Pictures|Metro-Goldwyn-Mayer (MGM)
15421,Becket,Richard Burton|Peter O'Toole|John Gielgud|Gino Cervi|Paolo Stoppa,Peter Glenville,"An age of rampant lusts, abandon, runaway passions. An age brought bristling to life by two of the most exciting stars of our time!",england|bishop|king henry ii|archbishop,"King Henry II of England has trouble with the Church. When the Archbishop of Canterbury dies, he has a brilliant idea. Rather than appoint another pious cleric loyal to Rome and the Church, he will appoint his old drinking and wenching buddy, Thomas Becket, technically a deacon of the church, to the post. Unfortunately, Becket takes the job seriously and provides abler opposition to Henry.",Drama|History,Paramount Pictures|Paramount Film Service|Keep Films
10299,"Hush... Hush, Sweet Charlotte",Bette Davis|Olivia de Havilland|Agnes Moorehead|Joseph Cotten|Cecil Kellaway,Robert Aldrich,The years will soon erase a lover's lies...the blood on his face!,southern u.s.|mental disease|highway|murder|recluse,"Aged and wealthy Charlotte Hollis has lived alone and as a recluse in the crumbling family plantation mansion in Hollisport, Louisiana since her father Sam Hollis' death thirty-six years ago. The only people who regularly see her are her hard-as-nails but seemingly loyal housekeeper Velma Crowther, and her longtime friend and physician, Dr. Drew Bayliss. She has lived there the better part of her life except for a short stint in London thirty-seven years ago following the vicious murder of her married lover, John Mayhew, at the plantation's summer house while Sam was hosting one of his legendary grand balls in the mansion. That evening, she and John were going to run off together, that is before he was bludgeoned to death, his right hand and head which were never found. No one was ever convicted for his murder, but most people believe Charlotte did it after John changed his mind about running off with her. Not having seen her in years, they also now believe Charlotte is a crazy old ...",Crime|Drama|Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|The Associates & Aldrich Company
28177,Two Thousand Maniacs!,Connie Mason|William Kerwin|Jeffrey Allen|Ben Moore|Shelby Livingston,Herschell Gordon Lewis,Madmen crazed for carnage!,horror|gore|maniac,Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.,Horror,Friedman-Lewis Productions|Jacqueline Kay
185,A Clockwork Orange,Malcolm McDowell|Patrick Magee|Adrienne Corri|Michael Bates|Warren Clarke,Stanley Kubrick,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",prison|street gang|rape|adolescence|sexuality,"The head of a gang of toughs, in an insensitive futuristic society, is conditioned to become physically ill at sex and violence during a prison sentence. When he is released, he's brutally beaten by all of his old adversaries.",Science Fiction|Drama,Hawk Films|Warner Bros.
252,Willy Wonka & the Chocolate Factory,Gene Wilder|Jack Albertson|Peter Ostrum|Roy Kinnear|Denise Nickerson,Mel Stuart,It's Scrumdiddlyumptious!,chocolate|factory worker|based on novel|candy|tv addicted person,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,Family|Fantasy,David L. Wolper Productions
681,Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,Guy Hamilton,The man who made 007 a household number,satellite|plastic surgery|smuggling|murder|extortion,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out whoâ€™s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,Adventure|Action|Thriller|Science Fiction,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq
41357,Summer of '42,Jennifer O'Neill|Gary Grimes|Jerry Houser|Oliver Conant|Katherine Allentuck,Robert Mulligan,"In everyone's life there's a ""Summer of '42""",sex|age difference|beach|wife husband relationship|famous score,"Silent as a painting, the movie shows us day-dreamer Hermie and his friends Oscy and Benjie spending the summer of '42 on an US island with their parents - rather unaffected by WWII. While Oscy's main worries are the when and how of getting laid, Hermie honestly falls in love with the older Dorothy, who's married to an army pilot. When her husband returns to the front, Hermie shyly approaches her. Written by Bob Dawson",Comedy|Drama|Romance,Warner Bros.
984,Dirty Harry,Clint Eastwood|Harry Guardino|Reni Santoni|John Vernon|Andrew Robinson,Don Siegel,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,ambush|san francisco|detective|ransom|stadium,"When a madman dubbed the ""Scorpio Killer"" terrorizes San Francisco, hard-boiled cop Harry Callahan -- famous for his take-no-prisoners approach to law enforcement -- is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",Action|Crime|Thriller,Warner Bros.|Malpaso Company
1687,Escape from the Planet of the Apes,Roddy McDowall|Kim Hunter|Bradford Dillman|Natalie Trundy|Eric Braeden,Don Taylor,Meet baby Milo who has Washington terrified.,spacecraft|pacifism|human being|cage|dystopia,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",Action|Science Fiction,Twentieth Century Fox Film Corporation|APJAC Productions
994,Straw Dogs,Dustin Hoffman|Susan George|Peter Vaughan|T. P. McKenna|Del Henney,Sam Peckinpah,"No good, no bad, no justice.",england|rape|country life|primal fear|revenge,A young American and his English wife come to rural England and face increasingly vicious local harassment.,Crime|Drama|Thriller|Mystery,ABC Pictures
11234,The Omega Man,Charlton Heston|Anthony Zerbe|Rosalind Cash|Paul Koslo|Lincoln Kilpatrick,Boris Sagal,The World Is Dead. One Survivor. Then The Others. Crawling In Darkness. The Strangest Sect Of All. *Hunting The Last Man On Earth.*,post-apocalyptic|dystopia|survivalist|dystopic future|last man on earth,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.",Action|Science Fiction|Thriller,Walter Seltzer Productions
12335,Bedknobs and Broomsticks,Angela Lansbury|David Tomlinson|Roddy McDowall|Sam Jaffe|John Ericson,Robert Stevenson,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!,flying|witch|world war ii|magic broomstick,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,Adventure|Fantasy|Animation|Comedy|Family,Walt Disney Productions
636,THX 1138,Robert Duvall|Donald Pleasence|Don Pedro Colley|Maggie McOmie|Ian Wolfe,George Lucas,Visit the future where love is the ultimate crime.,prison|drug addiction|hearing|totalitarian regime|phasing,People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.,Drama|Mystery|Science Fiction|Thriller,American Zoetrope|Warner Bros.
343,Harold and Maude,Ruth Gordon|Bud Cort|Cyril Cusack|Charles Tyner|Ellen Geer,Hal Ashby,They were meant to be. But exactly what they were meant to be is not quite clear.,suicide|life and death|depression|age difference|cemetery,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences donâ€™t matter and they become best friends and love each other.,Comedy|Drama|Romance,Paramount Pictures
1051,The French Connection,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi,William Friedkin,There are no rules and no holds barred when Popeye cuts loose!,police brutality|marseille|night life|attempted murder|drug dealer,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,Action|Crime|Thriller,D'Antoni Productions|Schine-Moore Productions
15393,Play Misty for Me,Clint Eastwood|Jessica Walter|John Larch|Donna Mills|Jack Ging,Clint Eastwood,The scream you hear may be your own!,disc jockey|stalker|obsessed fan|jaguar car|cinnamon,"A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.",Crime|Drama|Romance|Thriller,Universal Pictures|Malpaso Productions
9267,Monty Python's And Now for Something Completely Different,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones,Ian MacNaughton,If the Motion Picture Industry dies... Monty Python killed it!,blackmail|humor|stupidity|comedy|based on tv series,And Now for Something Completely Different is a film spin-off from the television comedy series Monty Python's Flying Circus featuring favourite sketches from the first two seasons.,Comedy,Columbia Pictures|Python (Monty) Pictures Limited|Playboy Productions|Kettledrum Films
31283,Hannie Caulder,Raquel Welch|Robert Culp|Ernest Borgnine|Jack Elam|Strother Martin,Burt Kennedy,The first lady gunfighter.,gunslinger|mexico|rape|bounty hunter|texas,Hannie enlists the aid of bounty hunter Tom Price to teach her how to be a gunfighter so she can hunt down the 3 men who killed her husband and raped her.,Drama|Western|Crime,Paramount Pictures|Tigon British Film Productions|Curtwel Productions
839,Duel,Dennis Weaver|Jacqueline Scott|Eddie Firestone|Lou Frizzell|Gene Dynarski,Steven Spielberg,Fear is the driving force.,terror|california|falsely accused person|gas station|cliff,"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",Horror|Action|Mystery|Thriller,Universal TV
1485,Get Carter,Michael Caine|Ian Hendry|Britt Ekland|John Osborne|Tony Beckley,Mike Hodges,What happens when a professional killer violates the code? Get Carter!,hitman|british|gritty,"Michael Caine is Jack Carter, a small-time hood working in London. When word reaches him of his brothers death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brotherâ€™s friends and acquaintances to learn who murdered his sibling and why.",Crime|Thriller,Metro-Goldwyn-Mayer (MGM)
26405,Wake in Fright,Gary Bond|Donald Pleasence|Chips Rafferty|Sylvia Kay|John Meillon,Ted Kotcheff,"Have a drink, mate? Have a fight, mate? Have some dust and sweat, mate? There's nothing else out here.",gambling|based on novel|beer|australia|independent film,"Wake in Fright is the story of John Grant, a bonded teacher who arrives in the rough outback mining town of Bundanyabba planning to stay overnight before catching the plane to Sydney, but as one night stretches into several he plunges headlong into his own destruction.",Drama|Thriller,Group W|NLT
10514,The Andromeda Strain,Arthur Hill|David Wayne|James Olson|Kate Reid|Paula Kelly,Robert Wise,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,nasa|new mexico|biological weapon|epilepsy|secret lab,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..",Science Fiction|Thriller,Universal Pictures
21717,Big Jake,John Wayne|Richard Boone|Maureen O'Hara|Patrick Wayne|Christopher Mitchum,George Sherman,They wanted gold. They gave them lead instead!,kidnapping|cigar smoking|rancher|double barreled shotgun,An aging Texas cattle man who has outlived his time swings into action when outlaws kidnap his grandson.,Action|Western,Batjac Productions
27236,Two-Lane Blacktop,James Taylor|Warren Oates|Dennis Wilson|Laurie Bird|Rudy Wurlitzer,Monte Hellman,You can never go fast enough...,car mechanic|racing car|chevrolet|independent film|road movie,"A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money, betting with their competitors. The pair gain a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man, looking for attention, antagonizes their efforts.",Drama,Universal Pictures|Michael Laughlin Enterprises
36040,Walkabout,Jenny Agutter|Luc Roeg|David Gulpilil|John Meillon|Robert McDarra,Nicolas Roeg,A boy and girl face the challenge of the world's last frontier,suicide|male nudity|female nudity|hunter|based on novel,"A teenage girl and her young brother are stranded in the Australian outback and are forced to cope on their own. They meet an Aborigine on ""walkabout"": a ritualistic banishment from his tribe",Adventure|Drama,Si Litvinoff Film Production|Max L. Raab Productions
482,Shaft,Richard Roundtree|Moses Gunn|Charles Cioffi|Christopher St. John|Gwenn Mitchell,Gordon Parks,The mob wanted Harlem back. They got shaft...up to here.,new york|black people|ghetto|daughter|police,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,Adventure|Action|Thriller|Crime,Metro-Goldwyn-Mayer (MGM)|Shaft Productions Ltd.
336,GiÃ¹ la testa,James Coburn|Rod Steiger|Romolo Valli|Antoine Saint-John|Franco Graziosi,Sergio Leone,Rod Steiger and James Coburn will blow you apart in,mexico|rape|robbery|prisoner|liberation of prisoners,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",Western,Rafran Cinematografica|Euro International Films
14811,Fiddler on the Roof,Chaim Topol|Norma Crane|Leonard Frey|Molly Picon|Paul Mann,Norman Jewison,To Life!,tradition|dream|musical|pogrom|mother daughter relationship,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.",Drama|Music|Romance,"Cartier Productions|Mirisch Corporation, The"
25188,The Last Picture Show,Timothy Bottoms|Jeff Bridges|Cybill Shepherd|Ben Johnson|Cloris Leachman,Peter Bogdanovich,"Anarene, Texas, 1951. Nothing much has changed...",new love|graduation|high school graduation|pool hall|graduation present,The coming of age of a youth named Sonny in a small Texas town in the 1950s.,Drama,Columbia Pictures Corporation|BBS Productions
11951,Vanishing Point,Barry Newman|Cleavon Little|Dean Jagger|Victoria Medlin|Gilda Texter,Richard C. Sarafian,It's the maximum trip... at maximum speed.,san francisco|bet|denver|police|auto-tuning,"Kowalski works for a car delivery service. He takes delivery of a 1970 Dodge Challenger to take from Colorado to San Francisco, California. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",Action|Thriller|Drama,Twentieth Century Fox Film Corporation|Cupid Productions
29005,McCabe & Mrs. Miller,Warren Beatty|Julie Christie|Rene Auberjonois|William Devane|John Schuck,Robert Altman,Name your poison,mining town,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",Western,Warner Bros.
39261,The House That Dripped Blood,Christopher Lee|Peter Cushing|Nyree Dawn Porter|Denholm Elliott|Jon Pertwee,Peter Duffell,Vampires! Voodoo! Vixens! Victims!,scotland yard|investigator|anthology film,A Scotland Yard investigator looks into four mysterious cases involving an unoccupied house.,Horror|Mystery,Amicus Productions
30941,The Anderson Tapes,Sean Connery|Dyan Cannon|Martin Balsam|Ralph Meeker|Alan King,Sidney Lumet,The Crime of the Century!,robbery|internal affairs|surveillance|ex-con,"A thief (Duke Anderson) just released from ten years in jail, takes up with his old girlfriend (Ingrid) in her posh apartment. He makes plans to rob the entire building. What he doesn't know is that his every move is recorded on audio and video tape, although he is not the subject of any surveillance.",Action|Crime|Drama|Thriller,Columbia Pictures Corporation|Robert M. Weitman Productions
45938,Sunday Bloody Sunday,Peter Finch|Glenda Jackson|Murray Head|Peggy Ashcroft|Tony Britton,John Schlesinger,It's about three decent people. They will break your heart.,sexuality|nudity|artist|romance|wealth,"Recently divorced career woman Alex Greville begins a romantic relationship with glamorous mod artist Bob Elkin, fully aware that he's also intimately involved with middle-aged doctor Daniel Hirsh. For both Alex and Daniel, the younger man represents a break with their repressive pasts, and though both know that Bob is seeing both of them, neither is willing to let go of the youth and vitality he brings to their otherwise stable lives.",Drama,United Artists|Vectia
466,Klute,Jane Fonda|Donald Sutherland|Charles Cioffi|Roy Scheider|Dorothy Tristan,Alan J. Pakula,You'd never take her for a call girl. You'd never take him for a cop.,new york|prostitute|detective|cat|1970s,"This acclaimed thriller stars Jane Fonda as Bree Daniel, a New York City call girl who becomes enmeshed in an investigation into the disappearance of a business executive. Detective John Klute is hired to follow Daniel, and eventually begins a romance with her, but it appears that he hasn't been the only person on her trail. When it becomes clear that Daniel is being targeted, it's up to her and Klute to figure out who is after her before it's too late.",Mystery,Gus Productions|Warner Bros.
16328,Johnny Got His Gun,Timothy Bottoms|Kathy Fields|Marsha Hunt|Jason Robards|Donald Sutherland,Dalton Trumbo,The most shattering experience you'll ever live.,amputation|deaf-mute|deafness|blindness and impaired vision|world war i,"Joe, a young American soldier, is hit by a mortar shell on the last day of World War I. He lies in a hospital bed in a fate worse than death - a quadruple amputee who has lost his arms, legs, eyes, ears, mouth and nose. Unbeknown to his doctors, he remains conscious and able to think, thereby reliving his life through strange dreams and memories and unable to distinguish whether he is awake or dreaming. He remains frustrated by his situation, until one day when Joe discovers a unique way to communicate with his caregivers.",War|Drama,World Entertainment
5920,Le Mans,Steve McQueen|Siegfried Rauch|Elga Andersen|Ronald Leigh-Hunt|Luc Merenda,Lee H. Katzin,Steve McQueen takes you for a drive in the country. The country is France. The drive is at 200 MPH!,sense of guilt|racing car|le mans|road movie,"Steve McQueen is ideally cast as a champion race car driver, participating in the famed 24-hour race headquartered in Le Mans, France. Though dedicated to Going for the Gold, McQueen finds time to romance widowed Elga Andersen. The dramatic angle to this plot wrinkle is that McQueen may well have been responsible for the death of Andersen's husband during a previous car pile-up. Director John Sturges, who'd previously helmed Steve McQueen's legendary motorcycle chase scenes in The Great Escape, was originally slated to direct Le Mans, but withdrew from the project; it was then taken over by Lee H. Katzin.",Action|Drama,Solar Productions|Cinema Center Films
31906,The Beguiled,Clint Eastwood|Geraldine Page|Elizabeth Hartman|Jo Ann Harris|Darlene Carr,Don Siegel,One man...seven women...in a strange house!,civil war|suspense|yankee,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.",Drama|Romance|War,Malpaso Productions
39043,Countess Dracula,Ingrid Pitt|Nigel Green|Sandor ElÃ¨s|Maurice Denham|Patience Collier,Peter Sasdy,"The more she drinks, the prettier she gets",virgin|aging|hammer horror|evil|medieval,"Based on the story of Elisabeth Bathory, the 18th century Countess who indulged herself in an orgy of murder and vampirism before before being walled up in her room by the authorities. The ageing Countess Dracula discovers that the blood of young virgins has a restorative effect on her celebrated beauty. Years later, she becomes engaged to a handsome young Hussar and is forced to repeat vile atrocities with ever-increasing regularity to hold off old age.",Horror,Hammer Film Productions
46845,Man in the Wilderness,Richard Harris|John Huston|Henry Wilcoxon|Percy Herbert|Dennis Waterman,Richard C. Sarafian,He was left for dead. He would not forget.,expedition|wilderness|trapper|bear|wounded,"In the early 1800's, a group of fur trappers and Indian traders are returning with their goods to civilization and are making a desperate attempt to beat the oncoming winter. When guide Zachary Bass is injured in a bear attack, they decide he's a goner and leave him behind to die. When he recovers instead, he swears revenge on them and tracks them and their paranoiac expedition leader down.",Drama|Adventure|Western,Limbridge|Wilderness Films
26513,Punishment Park,Carmen Argenziano|Scott Turner|Patrick Boland|Kent Foreman|Luke Johnson,Peter Watkins,One of the most controversial films ever made.,hippie|dystopia|mockumentary|soldier|violence,"In this fictional documentary, U.S. prisons are at capacity, and President Nixon declares a state of emergency. All new prisoners, most of whom are connected to the antiwar movement, are now given the choice of jail time or spending three days in Punishment Park, where they will be hunted for sport by federal authorities. The prisoners invariably choose the latter option, but learn that, between the desert heat and the brutal police officers, their chances of survival are slim.",Drama|Thriller,Chartwell|Francoise
28801,Twins of Evil,Peter Cushing|Dennis Price|Madeleine Collinson|Mary Collinson|Isobel Black,John Hough,Which is the Virgin? Which is the Vampire?,virgin|castle|vampire|hammer horror,"While dabbling in Satanism, Count Karstein resurrects Mircalla Karnstein who initiates him into vampirism. As a rash of deaths afflicts the village, Gustav the head of Puritan group leads his men to seek out and destroy the pestilence. One of his twin nieces has become inflicted with the witchcraft but Gustav's zeal and venom has trapped the innocent Maria, threatening her with a tortuous execution, whilst Frieda remains free to continue her orgy of evil.",Horror,The Rank Organisation|Hammer Film Productions
36492,Carnal Knowledge,Jack Nicholson|Candice Bergen|Art Garfunkel|Ann-Margret|Rita Moreno,Mike Nichols,Everyone needs to be loved - sometime or another.,friends|sexual confusion,"The concurrent sexual lives of best friends Jonathan and Sandy are presented, those lives which are affected by the sexual mores of the time and their own temperament, especially in relation to the respective women who end up in their lives.",Drama,AVCO Embassy Pictures
53045,Hands of the Ripper,Eric Porter|Angharad Rees|Jane Merrow|Keith Bell|Derek Godfrey,Peter Sasdy,The hands of Jack the Ripper live again...,jack the ripper|daughter|hammer horror,"A series of murders occur that mirror those committed by the Whitechapel Ripper. Through his experiments with psychoanalysis Dr Pritchard discovers a deadly violence in one of his young female patients. As he delves into the recesses of her mind he uncovers that Anna is possessed by her dead father's spirit, willing her to commit acts of gruesome savagery over which she has no control. But the most chilling revelation of all is the identity of her father: Jack the Ripper himself.",Horror|Thriller,Hammer Film Productions
26234,10 Rillington Place,Richard Attenborough|John Hurt|Judy Geeson|Pat Heywood|Isobel Black,Richard Fleischer,What happened to the women at 10 Rillington Place?,biography|british|based on true story|serial killer,"A British crime drama based on the book by Ludovic Kennedy. The film dramatises the case of British serial killer John Christie, who committed most or all of his crimes in the titular terraced house, and the miscarriage of justice involving Timothy Evans.",Crime|Drama,Columbia Pictures|Filmways Pictures|Genesis Productions Ltd.
17965,The Abominable Dr. Phibes,Vincent Price|Joseph Cotten|Virginia North|Terry-Thomas|Sean Bury,Robert Fuest,Love means never having to say you're ugly.,life and death|scotland yard|loss of lover|mask|pest,"Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead. Once Phibes learns that his wife died on the operating table, he is convinced the doctor's are responsible and begins exacting his revenge on all those involved.",Comedy|Horror,American International Pictures (AIP)
31767,The Devils,Oliver Reed|Vanessa Redgrave|Dudley Sutton|Max Adrian|Gemma Jones,Ken Russell,Hell holds no surprises for them.,christianity|inquisition|hysteria|biography|controversy,"A dramatised historical account of the rise and fall of Urbain Grandier, a 17th-century Roman Catholic priest accused of  witchcraft following alleged demonic possessions of sexually repressed nuns.",Drama|History,Russo Productions
46175,Les lÃ¨vres rouges,Delphine Seyrig|John Karlen|Danielle Ouimet|Andrea Rau|Paul Esser,Harry KÃ¼mel,These are the Daughters of Darknessâ€¦ They are waiting for you - They thrive on BLOOD,vampire,"A newlywed couple are passing through a vacation resort. Their paths cross with a mysterious, strikingly beautiful countess and her aide.",Horror|Thriller,Roxy Film|CinÃ© Vog Films|Showking Films|Maya Films
32082,The Hospital,George C. Scott|Diana Rigg|Richard Dysart|Barnard Hughes|Stephen Elliott,Arthur Hiller,"Madness, Murder and Malpractice.",hospital|malpratice,Black comedy in which a suicidal doctor struggles to find meaning in his life while a murderer stalks the halls of his hospital.,Mystery|Comedy|Drama,Simcha Productions
861,Total Recall,Arnold Schwarzenegger|Sharon Stone|Rachel Ticotin|Ronny Cox|Michael Ironside,Paul Verhoeven,"They stole his mind, now he wants it back.",oxygen|falsely accused person|resistance|mars|double life,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",Action|Adventure|Science Fiction,TriStar Pictures|Carolco Pictures|Carolco International N.V.
769,Goodfellas,Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino,Martin Scorsese,Three Decades of Life in the Mafia.,prison|helicopter|florida|1970s|mass murder,"Henry Hill is a small time gangster, who takes part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who have set their sights a bit higher. His two partners kill off everyone else involved in the robbery, and slowly start to climb up through the hierarchy of the Mob. Henry, however, is badly affected by his partners success, but will he stoop low enough to bring about the downfall of Jimmy and Tommy?",Drama|Crime,Warner Bros.
1573,Die Hard 2,Bruce Willis|Bonnie Bedelia|William Atherton|Reginald VelJohnson|Franco Nero,Renny Harlin,Die Harder,ambush|helicopter|journalist|based on novel|airport,"John McClane is an off-duty cop gripped with a feeling of dÃ©jÃ  vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",Action|Thriller,Twentieth Century Fox Film Corporation|Gordon Company|Silver Pictures
196,Back to the Future Part III,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,Robert Zemeckis,They've saved the best trip for last... But this time they may have gone too far.,jules verne|railroad robber|california|car race|delorean,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",Adventure|Action|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions
162,Edward Scissorhands,Johnny Depp|Winona Ryder|Dianne Wiest|Alan Arkin|Anthony Michael Hall,Tim Burton,His scars run deep.,underdog|love at first sight|hairdresser|small town|scissors,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Fantasy|Drama|Romance,Twentieth Century Fox Film Corporation
114,Pretty Woman,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|HÃ©ctor Elizondo,Garry Marshall,Who knew it was so much fun to be a hooker?,prostitute|capitalism|cinderella|expensive restaurant|sports car,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",Romance|Comedy,Touchstone Pictures|Silver Screen Partners IV
242,The Godfather: Part III,Al Pacino|Diane Keaton|Andy GarcÃ­a|Talia Shire|Sofia Coppola,Francis Ford Coppola,All the power on earth can't change destiny.,italy|christianity|new york|assassination|italo-american,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",Drama|Action|Thriller|Crime,Paramount Pictures
581,Dances with Wolves,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,Kevin Costner,Inside everyone is a frontier waiting to be discovered.,countryside|indian|suicide attempt|culture clash|loss of family,"Wounded Civil War soldier John Dunbar tries to commit suicide -- and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",Adventure|Drama|Western,Tig Productions|Majestic Films International
251,Ghost,Patrick Swayze|Demi Moore|Tony Goldwyn|Whoopi Goldberg|Vincent Schiavelli,Jerry Zucker,A love that will last forever.,corruption|fortune teller|money transfer|money laundering|pottery,Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.,Fantasy|Drama|Thriller|Mystery|Romance,Paramount Pictures
